,company,title,source,time,url,label_x,score_x,label_y,score_y,label_z,score_z,zero_shot_label,zero_shot_score,Date,ticker,environmentScore,socialScore,governanceScore,Open,High,Low,Close,Adj Close,Volume
3765,Unilever,Unilever to continue making 'Soviet-style' ice creams in Russia as it spins off the division elsewhere,Fortune,May 16,https://news.google.com/read/CBMiuwFBVV95cUxQV2xzdG8ycW4wTW9UaG1rMmVxQkZYVm5uX2lGUmJOSlQ4Z09FWEo0ekw3WG1tQnNSb29DVnBpZkVBNl9sR1BETnBqUGExMktOSjBWZWYzZENnYWZDQVQxMVJSUW1PVnZyTU9tTjFXdDdldk9nNDJjb3ZtWmVHM0NOQlNMMzg5RExUOVo5aWxGRGQ2YzZHZGsxaTdlUGtUV0FvdFVZcU4yWFZtMkhDMFExSEIxT3pVc0lDd2xj?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9984264373779296,neutral,0.9998369216918944,Neutral,0.9675471782684326,government,0.3484008312225342,2024-05-16,ULVR.L,7.2,10.3,7.1,53.990002,54.200001,53.860001,54.07,54.07,3097700.0
3766,Unilever,Unilever announces the sale of Dollar Shave Club,Unilever,"Oct 26, 2023",https://news.google.com/read/CBMitgFBVV95cUxPem9HZnVJZ211UmppTUx5R1NYU3Y3akhyQU0wSzBIUkIzUlhIc3MyMFcyTmhHMlN3RGRmS3E1czZhamtMY2R5TTMtT2RhZFByMTdWeGladVg2dFZsY1RmWUItWDk3R0h3STgwNDRXajc4WHdLdzM0UGxLeTFwd3BFOGNvaHhWM2F4LU1BUm5rYnJ2aEhab3VOR0JoSWd3cFlQbm9DR09GN2hHZGtBVDM2QTRqOHB1Zw?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9787412285804749,neutral,0.9998865127563475,Neutral,0.9862318634986876,social,0.3758664131164551,2023-10-26,ULVR.L,7.2,10.3,7.1,47.650002,48.009998,47.099998,47.259998,46.009262,3724100.0
3767,Unilever,Magnum leads in mood-food trend with innovative new range,Unilever,Apr 12,https://news.google.com/read/CBMipwFBVV95cUxQQmJFMk9xMzhaRTNuQk9oQTc4VHhVOGJHUnR1RTdhbGYxOVUwTEdOdl9rUXZya2RFT1FZeVp5RXVkWFlnZ0JKUmVqdHIxWW1mSUZZVE0ta2kzNm95Y3NVY2F6TWxMUThhVmZHakE4UGtWT2JIYldLeDFlV1RoR2g5c1N6Z2p2aFpJUk5ZYmpoU2RNaHJvVTlGTjJTWjBYV3pkalptenNqbw?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.999818742275238,positive,0.9992826581001282,Neutral,0.5790320634841919,social,0.9099112153053284,2024-04-12,ULVR.L,7.2,10.3,7.1,47.389999,47.450001,46.75,46.759998,46.368614,3179300.0
3768,Unilever,How and why are we stepping up our climate advocacy?,Unilever,Jun 21,https://news.google.com/read/CBMioAFBVV95cUxNUjYta1Q1VF8xMnhUT1JralJGRUhpNlpSaEt0U08wME91dUdjdk1kQktZTVVsc1FtaWMwaUtRMHBJVzBZS2ZLQzhlcnZKVFBtdjM1QU1JLVlnc0Z6dzk1TlRrNWpaSDRyektRM0hHRXZ1ak0wczdRM0JsQ2lDTE1HdTk1Wktqa0liS3lYbVJVY1ctdVZaSDE2YW9zeDNUdlVF?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9976297616958618,neutral,0.9984948635101318,Neutral,0.93400239944458,environment,0.9317219853401184,2024-06-21,ULVR.L,7.2,10.3,7.1,56.07,56.240002,55.810001,56.110001,56.110001,3175400.0
3769,Unilever,"Unilever to cut 7,500 jobs and spin off its ice cream business, which includes Ben & Jerry’s",The Associated Press,Mar 19,https://news.google.com/read/CBMinAFBVV95cUxPa05Ub215Z1o4Znp3a0l2N3dwSUtpLTk3a2lEUV9HRjFrWjRHczN2ejdZVlN0WHJDSmF5U0NRY3VPaWNYOGhGM0IzdU1OUGhjUEhHM1BjeUZ2MXNSWGUyRnM0RHRjek1GY25pZnFWZ0pFb0hjemxSTlUwXzVMdG9waFJyMlhRbkM0Ul94LTZUVHhmZENJRFd6MlczWjQ?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.6023456454277039,negative,0.9742048382759094,Negative,0.8247876167297363,environment,0.4461862444877624,2024-03-19,ULVR.L,7.2,10.3,7.1,49.919998,50.040001,49.720001,49.860001,49.442669,4792100.0
3770,Unilever,Unilever Food Solutions Unveils 'Future Menus 2024',PR Newswire,Mar 26,https://news.google.com/read/CBMiqAFBVV95cUxQbDlXdEItcjV0eE5NdnRPbXhReTF2QVI4S1RsR3Z0VGF6UjBleEw1Ul9Kd2sxWGRXUE1BMVdCOUNnU29uaHZRaXZGXzJPRVlvU3NGcXBVRGZtaU5kZGVNeUFDRlBST3VRS2p2REdiQnRhaVpNVzRDNEpLVmZvTk9SNVhXcmFDS2NVMzJoNVVEeExKRGh5TkhWNGlfOW00eEZuY0NhZlhzNmI?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9875608086586,neutral,0.9972190856933594,Neutral,0.980356514453888,social,0.4311921894550323,2024-03-26,ULVR.L,7.2,10.3,7.1,50.110001,50.200001,49.630001,49.630001,49.214596,3464200.0
3771,Unilever,Unilever beats sales forecast as customers return to brands,Reuters,Apr 25,https://news.google.com/read/CBMisAFBVV95cUxPMjRZY0wyMklrMEpqN1NwMU82UjFTQXZFQzJVMkdkT1Ixdzgzc2ZPdE1za0oyRV84VkxnamVqTzVBYThkY2RmV0JSZHd6MDlYcDFoZmw3bUlFeVVJTmpZV3NmdXh2Wi1pVEZQYWlMZXVzMmlQQUx4d3h0a1NPNWNHRmFSeWR4QklMaTU4TWtkSmlxQ05nN3RuWFFvbDFWdHJjX3h0al9ZcUluV09yR0ZwNA?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.8246263265609741,positive,0.9995631575584412,Positive,0.8910706043243408,social,0.4423066675662994,2024-04-25,ULVR.L,7.2,10.3,7.1,50.57,51.119999,50.279999,50.919998,50.493797,6764400.0
3772,Unilever,How AI-powered ultra-personalised experiences are boosting our beauty brands,Unilever,Jun 14,https://news.google.com/read/CBMivwFBVV95cUxPazVDUDhTU3htbGRRanA5YW1iOGNlWDdiOVZCanJZUzdjLU5DOW5Tel9aLWwwYzVJXzlVdHotOUxiTWpKc3RQWmJlM2RFR1IwYjVPc3FyTTI4Rjl2N2ZzaktOdENMSjRHREFIa0c1ajVSNHpkbGItX3FraUg0U0QwRTN3M0hpdERqMWxXa1lld25aMmJmYkxKc1dsYnI1TXdQa2lwVkdLVkdYU3RuQjkyLWxmLTJLMlFfWmdnNnJDNA?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9996873140335084,positive,0.9995356798171996,Neutral,0.7710928320884705,social,0.699886679649353,2024-06-14,ULVR.L,7.2,10.3,7.1,56.16,56.380001,56.02,56.220001,56.220001,3479700.0
3773,Unilever,Unilever enters ‘animal-free dairy’ arena via Breyers brand in tie up with Perfect Day,AgFunderNews,Feb 22,https://news.google.com/read/CBMisgFBVV95cUxPeEpOOGNwZnVLampzSW53M1l5UFlLWkx6bmpyYV96UTZ3d1pkdDQ1bmpZUWliT0U2RU5RajRZWjN0dkZjbnB4RVF0OGFXUGNxOHdlU0xxOTlMWUVnNFNMSk5kaE5WRWsyQXRZTTV4SUw1a1ZIcnBEM1NYX0drV0JjZHp5THp2eU5EUzdPeGJ0aGJ6U2dGbG9NMFFRakhjUGIxTFY4c2RkVnJzZTYxb3FIbW9R?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.8783760666847229,neutral,0.9997462630271912,Neutral,0.9308798313140868,environment,0.4239989221096039,2024-02-22,ULVR.L,7.2,10.3,7.1,50.41,50.759998,50.209999,50.720001,50.295471,2450100.0
3774,Unilever,Why we’ve updated our Climate Transition Action Plan,Unilever,May 16,https://news.google.com/read/CBMioAFBVV95cUxOaTNEd1BQbFpWTVRUamtHNWVtd2hLaC04YXp2QXpfcGNsX1RRdTZVaW1DT3NlNmpIUEFWbld4b21YTWFWRWY2WjFFZGRCUEJuT0pOdFJwUjlmUFFVQ1Y5SzFWV2lod3VQajdWeWVsbV9nU1d1NWh3S29UenlNaXRabVJ0eWRFX244akI1Vmw0SFhGWW5RM0lfNlJyYWtJNEJT?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9658685326576232,neutral,0.9998587369918824,Neutral,0.964601755142212,environment,0.8152173161506653,2024-05-16,ULVR.L,7.2,10.3,7.1,53.990002,54.200001,53.860001,54.07,54.07,3097700.0
3775,Unilever,More Change at Unilever as Brand and Inclusion Chief Aline Santos Exits,Adweek,Feb 20,https://news.google.com/read/CBMisAFBVV95cUxPY0Q3cUlPU3NfYVJMOWRaZ044ZE1PZURLN09YaDM1N3p3N1BhcV9YM1REMUktMmM3ZEJaX3ctQjJqNjUxbnlVMUZjeWUzTzFkR0dZbFQzQ2xJNVFGb3VQeVFzcGlnY05jLXRrTTdqejdLTXViMFRZRHFVck40aDF1SzBQUXZJREhxZ01zQWlCazEyX1ZNZVdqNThRZ1RIY3VZS2pKZ3RSVzM3OUY2Wnh4bQ?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.996722400188446,neutral,0.9997298121452332,Neutral,0.9557039141654968,social,0.7859730124473572,2024-02-20,ULVR.L,7.2,10.3,7.1,51.060001,51.43,50.990002,51.040001,50.160221,2280500.0
3776,Unilever,Unilever CEO says the Netherlands has a 'good chance' of listing its $18.4 billion ice cream unit that owns Ben & Jerry’s and Magnum – in another blow to London,Fortune,Mar 25,https://news.google.com/read/CBMi9wFBVV95cUxOYWtYeVdzcnVVTEJXVWtMU1RuZlBsQ2pRQ2hIMGtnY3Z5ZHJJNDRGQ1FLSjBqal9VYTgyN0p2X01pMDRjSVVWU0djX0ZXX2tGSEp2TnpvOG9BcUxKSFFNODZLRjFwQzhPM0xuSzlza3RtRnZCUUJkeXRCcDRMXzNRU09KVk1WUGRJTURqckc1RGNEY3A1VkZiSE9HMDh3NU5MaWpOZEQzd0ZpRm52RmY4QWo5NGV6b1NtSE5tbFNneWdYM2ZnM2gwR2VzcG85UkJKeWJMdDhxTXVFY1JhR2FGTFg5OXVzSTJ1blVWSklSNXFTNUJPMGk4?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.6988307237625122,positive,0.9993361830711364,Neutral,0.6665167808532715,government,0.4577402472496032,2024-03-25,ULVR.L,7.2,10.3,7.1,50.099998,50.209999,49.59,49.639999,49.22451,3977600.0
3777,Unilever,Unilever is planning to spin off its ice cream assets,Marketplace,Mar 19,https://news.google.com/read/CBMimAFBVV95cUxOTUhmbENWUFJPUjJrTXg4dnE2NU41UnN4bFlxTVdaVVIxcjI0bm5iZlZvRzBoZFJkczNGZEp0LU1kNk8yM2tLcVRZZ091Q2hONzNrMjhLM051eFZaMVlYb052LVpTc05JWUxfNUJLMXAxQXJhWVJFYWI5MldEcXAwdWZnNi1uQ2tELUhYTWdNaFBBeTliSGtNNw?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.99588143825531,neutral,0.999870777130127,Neutral,0.9830774664878844,social,0.4102559983730316,2024-03-19,ULVR.L,7.2,10.3,7.1,49.919998,50.040001,49.720001,49.860001,49.442669,4792100.0
3778,Unilever,Exclusive: Unilever CEO says investor Peltz backs strategic changes,Reuters,Feb 12,https://news.google.com/read/CBMiugFBVV95cUxOOXp3NGluZjBnOWRpM3ZBdEpkSVRrMkwtWG56NjdodHlWQ2lfZXREYTV1Z0MyRGNWQ0drcEU3aExXbVlKQmN0V3ZfWkg3UzBJVTRlZjZseVBzTmhhMEZjX2FJeFVsWHh1QkxCczFFYjh0dV9vXzBBSTdJekg3cFVWcGo4cndqd0JrNTVhRk0ycllGWkRTbzlhU1dnMjFqZUcyUkNJeklvSzJET1ZBR3NQOVdhVU5GQ0VVcUE?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9679481983184814,positive,0.93492591381073,Neutral,0.9339026808738708,social,0.5574825406074524,2024-02-12,ULVR.L,7.2,10.3,7.1,50.299999,50.610001,50.200001,50.59,49.717979,2076600.0
3779,Unilever,The fabric enhancer market is changing. Here’s how we’re responding,Unilever,May 30,https://news.google.com/read/CBMisgFBVV95cUxNcXlFQVdEMWIyTEZaMXR5QVBQYzVpMTJOSHFRZGdLRHBmZ2VSY1VzMS1JdHhlVUFhaTJvazBESUR5QUJ5d1Vhd1NQYlNSS1pFTk1Gckp1bUhVa1FJaGZBaTV3SkkwTS1wNUhKbGhXbE8wRVZMbEk2STRDcVNjWWIxOWRCcVk3a3VzeTJVQkM3ZTU3SGJNdGlNYnZzdFhKNHFRc3NPMXQ2UDlSN21MM2FOWmpR?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9967381358146667,neutral,0.9996927976608276,Neutral,0.9767525792121888,social,0.5847874283790588,2024-05-30,ULVR.L,7.2,10.3,7.1,54.080002,54.279999,54.02,54.049999,54.049999,3210400.0
3780,Unilever,Unilever on track for ice cream spin off in 2025,Food Business News,Apr 29,https://news.google.com/read/CBMinAFBVV95cUxOVHViM3dERl91OFZVRnBPQ3h3MmxyRlFOajBCMmQ3Sk01RVZNUnRXeG5jak55bE1EQ2dvTjVETjVTWkJrd1pFLXk3eDhzc3F6bDNBOFMtblJzSG9KZmQ4S3JOZWFxTm5QeXpVM3FCcFo0eFJZSHZwR0gzTHBYb2czR0VDc1ByV0JnbDBib1NrZHJlMjBxcGNuV05ONlU?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9940826296806335,neutral,0.999874234199524,Neutral,0.9712273478507996,social,0.4850009679794311,2024-04-29,ULVR.L,7.2,10.3,7.1,51.580002,51.610001,51.34,51.5,51.068943,3343800.0
3781,Unilever,"Unilever to spin off ice cream business, cut 7,500 jobs for cost savings",Reuters,Mar 19,https://news.google.com/read/CBMirwFBVV95cUxOdmE4QVI2QmJyMEYxUTExenNxVVk2ZE04RXhXdmk5dnllSWhDbFNIaDlnSmkwbDRIMUhfZmQxN08tNGtrcGtQc0RIYnFBQ2d2WVdEMGpEMTdYQlBnM1U5dDJZVWVVanBXeExMMHJMOUxENDVyakVQNXVrOW5oeVIxQmFGNlAtZmhiVWlGekU2QTRIU3o3cWd0Z3BINDBFWjVIemNVQWV4RTBBSkFLa1lZ?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9977994561195374,positive,0.9983770847320556,Negative,0.8456864356994629,social,0.486123263835907,2024-03-19,ULVR.L,7.2,10.3,7.1,49.919998,50.040001,49.720001,49.860001,49.442669,4792100.0
3782,Unilever,Doing laundry in 15 minutes takes science. Here’s why,Unilever,May 15,https://news.google.com/read/CBMioAFBVV95cUxQU0FjWnFMY1p5Y29HTGd1bkJCd1lHT1lBZmlmRVVtVFAxdm1oc2p5RWJDMnEtYkFvdDJ6bjhHMWpndGRZYnRsRnY3TExEYjRud2VDaklQR29MSkNQaEF0azBUcEFXb1VLSHltLWhBM1czdmdKSmVyUjU4UnotLXp2V2drMjI1aDNVUkMtdlZXa0lidnoycE5tZFE2cHVrX3RP?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9898013472557068,neutral,0.9998630285263062,Neutral,0.9796685576438904,environment,0.739057719707489,2024-05-15,ULVR.L,7.2,10.3,7.1,54.18,54.540001,54.119999,54.48,54.023998,1893700.0
3783,Unilever,Beauty and Personal Care Lead Sales Growth at Unilever,The Business of Fashion,Feb 8,https://news.google.com/read/CBMiowFBVV95cUxPa3BtemRJMHF0S08zX0RvclVqbS02Zk1sS2lPYW9OdFc2dXNZZmpjeVdUYW9qSEwxZEpRT2J4TXA2SmVBdFRRRzh5YndReHFHVGY1Y2NNOG5sZVZtN05YRTdPUnA4RFJlX0VqUC1MM1E3cGJpMk9pU3V5NjVfd0lrVC1pMkprNVd3QWJQMlhHcWJCZ1VaZG5UN3h6a0RYUmFpTlAw?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9996232986450196,positive,0.9800940155982972,Neutral,0.6034773588180542,social,0.6743760108947754,2024-02-08,ULVR.L,7.2,10.3,7.1,51.0,51.25,50.470001,50.68,49.806427,4881900.0
3784,Unilever,Unilever to acquire K18,Retail Dive,"Dec 22, 2023",https://news.google.com/read/CBMigwFBVV95cUxOOWJzQ29zdXI4NHFxcDltMWxFcDA5MXA1aGlLUENYWlJVMjgwUnNGdnF4dHY3LWdkclF6b2w5OVhqUFhIcERvRFVLeHFZb1FvX1dtMHRlMUdCNVlIM1l2OVBDMkhEaTU5WHlnSGJQbWZYQUdpbXB4Tk5QU2NfTHRTWlJWWQ?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.8984512090682983,neutral,0.9998644590377808,Neutral,0.9827823042869568,social,0.6170387268066406,2023-12-22,ULVR.L,7.2,10.3,7.1,48.240002,48.34,47.959999,48.099998,47.270897,1488100.0
3785,Unilever,"Buoyed By Beauty And Wellbeing Sales, Unilever Is Leaning Into Its $2 Billion Wellness Group",Forbes,May 1,https://news.google.com/read/CBMi2wFBVV95cUxPSWZnbXNzNHlyNTRYeV9sd0llcmE5cjlUVnluVXhlVjdxdldETWdQZ01BUHR4N3U0cGk3OFM2aW9Zd1B1QWJlTElBelJoVGdLbVJESjg4RlBaVHJnZHpYUEdVakVJNi1DaTg4SGM2LWduSFFzOTFtTkR2Ti1CaGxDdWI1NGg5bjNKbXdxSDE0OUc3ZEd1R0xHd0V1M0hLRXBkdHBmQjRNZEJvSG16QVE2cWdwRFpfWEZvdERudVAySHVmZjRqekVHNlJGWnlNeDhJcGpQa3owN1pMLTQ?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9956667423248292,positive,0.998004138469696,Positive,0.7963005900382996,social,0.7212623953819275,2024-05-01,ULVR.L,7.2,10.3,7.1,51.610001,52.119999,51.450001,51.869999,51.435844,2909700.0
3786,Unilever,"Unilever to Cut 7,500 Jobs and Spin Off Ben & Jerry’s Ice Cream Unit",The New York Times,Mar 19,https://news.google.com/read/CBMigwFBVV95cUxNek5Nd3FRWFE5SUh6NkRVM3Y2Mmpoc0FUVEdfdTAyRE5BcXRNVElUb0Y2RTRVam8zTGlZWDhON3BzZUVjWmNKdlIwamNYVlV4bXU3VkR5bHdQSzhWME9sbXNOYjdNUnY5R2VBTUVjdFJsZ1pBaWRlRnpOeVI0aWp2T1ZHcw?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9960980415344238,neutral,0.999732792377472,Negative,0.8170397281646729,environment,0.5141773223876953,2024-03-19,ULVR.L,7.2,10.3,7.1,49.919998,50.040001,49.720001,49.860001,49.442669,4792100.0
3787,Unilever,Future-proofing Colman’s ingredients with our first UK regenerative agriculture project,Unilever,Mar 12,https://news.google.com/read/CBMizgFBVV95cUxORmN1WE9DYV85SlhUbmgxbGd0c2ZhSUZycU1hVjBCVlY5anhQU1NWS3JmQldKN1NNZ3dTWXlTZ2pJb1pWbnBuOXdjejcwTVVpOHZ6TVg4dzVyQW5ULTU3clVaTlpTSG9GYWJPUm00TDRSdmVjd2o0ZEh1M0FGODBJLWJNVERYUjVBM2JXODJBNGNlTDFjNk9LYi03c3BHOEpWU0toczhlQ3dNbmlDWWNvdjVkQmlnMFJUd01rbmxoTXBjdWhLbEMzTk9maHJFUQ?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9965349435806274,neutral,0.999836564064026,Neutral,0.8452723026275635,environment,0.3899277448654175,2024-03-12,ULVR.L,7.2,10.3,7.1,49.490002,49.75,49.41,49.650002,49.234428,3501800.0
3788,Unilever,"From Super Bowls to World Cups, Unilever’s sports marketing never stops",Marketing Brew,Jun 4,https://news.google.com/read/CBMirgFBVV95cUxNcWptd0NoSFo5Um1ncE5IM0IzZFNxUWNhQjBaeFpKR25tZWNpeEJTOWg4czd5QlZfLWJJZ3duVEpSd3RWM0tmcXlEakJGSFNkRmpuMTVfc2Q5Sno2UFl3aVpxN1paeFNzNGhWRWc3cjFaNG5aTnNQelItLU5IVGpDWFhiUmFoWVdRZTQ0b1htUk9mLTFnRGxTbWJpa18xdUF4eWxfNFFzYmFZQ3JjZlE?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.998789370059967,neutral,0.9997766613960266,Neutral,0.9535943269729614,social,0.7367595434188843,2024-06-04,ULVR.L,7.2,10.3,7.1,55.900002,55.919998,55.57,55.779999,55.779999,3589300.0
3789,Unilever,Building and scaling reusable packaging models,Unilever,Jul 1,https://news.google.com/read/CBMirwFBVV95cUxOSElSZ3Y2V25KaUR1dlozS0pzc1NHTlRaVmYyMmltZnJqS3lLMGhrbXBkdHV2RGtNSF9DRDJtam1sSVNwbmQ5ZTVtaEhQdG53RnVYb3lYeWdJck5VeGdUdXlWdVNaTGY4aHZQSHRoRDlTVVY4UGFhXzNTaGpweDFXWm1tWndpeTFOaHoyUC0taHBCUGxkMl9GTGtnVklKZ21FNzZIRXhJZFpGekFNODRz?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9902465343475342,neutral,0.999771535396576,Neutral,0.9149531722068788,social,0.3179209232330322,2024-07-01,ULVR.L,7.2,10.3,7.1,55.330002,55.700001,54.689999,54.700001,54.700001,2379700.0
3790,Unilever,How do whole-body deodorants work differently?,Unilever,May 21,https://news.google.com/read/CBMilwFBVV95cUxNMVpDZVRvNWVVRU1lWkluS2stZE5MM0dxckVHcnZ0WHhrZWhiOWpvTWlRZm9FLW5hNDZ6Q1NzSUZnSGhHb0xaNENrZ004OVBTVjcyWlI2bGFtdjFSMTRrTV9BbXFnQ0ExUjVBcFJzTFJrbmdFWVpEd1luR0Q4UTFMVUFZTFY2R0Z3YW1LX0Y1TEJaMWhhZnBR?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9927895665168762,neutral,0.9998812675476074,Neutral,0.9879280924797058,social,0.3741869330406189,2024-05-21,ULVR.L,7.2,10.3,7.1,54.32,54.490002,54.209999,54.279999,54.279999,2336600.0
3791,Unilever,"Unilever Shares Up 4% As It Plans To Cut 7,500 Jobs",Forbes,Mar 19,https://news.google.com/read/CBMiowFBVV95cUxPclE3QWhtRXhGY1JjM1ZuR3Q1TUlnX0dXOXNCS29nU0JweGQ3ZkZPWkRtOEV2ZDlLWXZrYXJfanEybkRWZ2o0TUc2OTdKZGs5bW5ZSW92S3diUF95S0tzQTJZRmJwWm1JZTFtWnh2WWNYVU9xdFNZVGliUVhncjhzd09EeWJXZXJfd3k2OEJlYTBkcm1vbTV0Q2ZuVmM4SnBpU1dj?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.7789331078529358,positive,0.999614715576172,Positive,0.3529576659202575,social,0.673851490020752,2024-03-19,ULVR.L,7.2,10.3,7.1,49.919998,50.040001,49.720001,49.860001,49.442669,4792100.0
3792,Unilever,Why our football partnerships are a win for unmissable marketing,Unilever,May 31,https://news.google.com/read/CBMisgFBVV95cUxOdUZPVlNyYVN6MUY3RXdWNVpFY2VoVUlQZGpfZzh0dnVyaFRQOGdBUGRyNVNZejgxWDNaVGhYOUVRMk5GdE1qaW1GVEtRRnp1dWtYbFV1X2JvTGFoUHdSMTNZUzJQbjhJVWZKS1pSeHdWSkJsdFFDX0I4MGlORnZHRkpBYmZaQVB3ZmZIUGpYSlF6VENETWZwTV8wT0JmaDRYZHg3MVJtMWRfTGpHZWs2bC1B?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.7425459027290344,positive,0.9995824694633484,Positive,0.693260133266449,social,0.7756210565567017,2024-05-31,ULVR.L,7.2,10.3,7.1,54.209999,54.779999,54.150002,54.75,54.75,2394200.0
3793,Unilever,Unilever invests $80 million to produce Liquid I.V. at its Jefferson City facility,KOMU 8,Mar 6,https://news.google.com/read/CBMiggJBVV95cUxPQ2RhRWZ1aE1oY202QXNKN3RwNW5TNUc3dktrMHI5bVdIOG9fREd3clJlcWIzVlc2dWpXaXBLdjdCanI5d3BkS1JDeVc4eDBla0EwdjZLOEtsVEt6ZTNSRjN6dzFCOHJFX1JTS1IyblR0cVFrWUpNcDhoRGU1ZUx6Q0lmaHlLMU5RWVk2MW9rVUdiLThkOTJIUmhBR3B3MlMwdTJzYXhJc0FSU21jQzBDT05HcXpYUmdHVzJaUHRqS0lRTkVZbmNCVDBiLWhOS2hKRkY5U0Q3d2ZyQnJkWllLeFZkNGFmdUpYVUVXTTFQc0RKaGNiMjZGdTB6SHBnSU96bGc?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9322699904441832,neutral,0.9998466968536376,Neutral,0.9628728628158568,environment,0.3709094226360321,2024-03-06,ULVR.L,7.2,10.3,7.1,49.130001,49.25,48.990002,49.02,48.609699,2378900.0
3794,Unilever,AI Ethics at Unilever: From Policy to Process | Thomas H. Davenport and Randy Bean,MIT Sloan Management Review,"Nov 15, 2023",https://news.google.com/read/CBMiiAFBVV95cUxQc0VJdElRczg2VWFKdmc4NlpXbjVtdW1WaGZveEVVU1FpaEE0TTdKUzIwWkpJc1RfTk9vSXJsa1VPZ2pSQzFKRXcwRHQzcDZNd3FDdk90bXVZd1NNTXdTd3JzeS1yMDZTTS05cDBmcjllX3dkR2paQmx0R0ctYVB2V3B2dEZidUlG?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9619857668876648,neutral,0.9998915195465088,Neutral,0.9882423281669616,social,0.775093674659729,2023-11-15,ULVR.L,7.2,10.3,7.1,48.419998,48.509998,48.27,48.349998,47.070415,2265400.0
3796,Unilever,Unilever Holders Back ESG Rowback as Protesters Disrupt Meeting,Bloomberg,May 1,https://news.google.com/read/CBMitAFBVV95cUxQNTYxRXh6dWxhZldManFpdVU5bmdNQlhGX2xnZlQ0TWR0cUk1Vm9hZlZCNUFBOEJHZ0lJaUZhT3d0WTNMQlRVYlg0d2xzV3JsbUdBbm9jbzFJRGdRY2VjYjFVYTcyOU9SUi03NmVJZTBtdTZqYWltYldaSU1iLTcyQ1hhTGpERHRQMFhwMjY4anZWU3czVTdPdDN0Y2RXUWtjOHdSbU8wLUtJbFJoYjZ3WGd1N1Y?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.992830216884613,negative,0.5472363829612732,Negative,0.563654899597168,social,0.4988860785961151,2024-05-01,ULVR.L,7.2,10.3,7.1,51.610001,52.119999,51.450001,51.869999,51.435844,2909700.0
3797,Unilever,Legal Leadership: harnessing GenAI to revolutionise our legal teams,Unilever,Feb 23,https://news.google.com/read/CBMitAFBVV95cUxOTUlSeHo1Wm5yMHl5T1h3X2pRVy1iQ0FPMl9OVFhfVERZQ1JiT3dFclF3ZUYyRTJvWFlwV3ZleGFremxrNzZodmRmV1M1eEpXUFNsQXJodXJhSHFrQW9wSzJxckI0Y24zNzNfUjBLNlNGNDQ0TmVDdk9LNnZFcE1KVjhVZTZXWDluX2tPZG8zQnA4TkgyZjdaNTFhVVU2ZkNrSEVaOWNEM0NDWHFOZl9yczhnUTA?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9982520937919616,neutral,0.7357478141784668,Neutral,0.934535026550293,government,0.6064819097518921,2024-02-23,ULVR.L,7.2,10.3,7.1,50.720001,50.830002,50.599998,50.66,50.235973,1945300.0
